,user_ID,gender,age,the_total_time_need_to_fill_questionnaire_form,prefecture_ID,region_ID,east/west_ID,currently_prefecture_ID,currently _regional_ID,currently_east/west_ID,0_if_features_5_and_8_are_equal
1103,9964,1,1,291,33,7,1,18,5,0,1
1104,5601,0,2,239,4,1,0,6,1,0,1
1105,8627,1,1,435,18,5,0,18,5,0,0
1106,9542,1,0,256,12,3,0,12,3,0,0
1107,8195,1,2,355,26,6,1,26,6,1,0
1108,5911,0,4,437,45,9,1,29,6,1,1
1109,9570,1,0,233,16,3,0,12,3,0,1
1110,3419,0,2,270,16,3,0,16,3,0,0
1111,4449,0,3,246,20,2,0,20,2,0,0
1112,1548,0,2,327,18,5,0,18,5,0,0
1113,8248,1,2,559,39,9,1,34,7,1,1
1114,5741,0,3,538,26,6,1,13,3,0,1
1115,8673,1,2,211,7,2,0,12,3,0,1
1116,10102,1,1,262,11,3,0,11,3,0,0
1117,1874,1,1,260,14,3,0,13,3,0,1
1118,5641,0,2,292,14,3,0,14,3,0,0
1119,1011,0,2,245,5,1,0,5,1,0,0
1120,3663,0,1,277,18,5,0,18,5,0,0
1121,10109,1,1,242,13,3,0,13,3,0,0
1122,7225,0,2,508,13,3,0,13,3,0,0
1123,9433,1,0,318,13,3,0,13,3,0,0
1124,8806,1,1,282,6,1,0,13,3,0,1
1125,1626,1,1,202,29,6,1,26,6,1,1
1126,4475,0,3,278,13,3,0,14,3,0,1
1127,1301,1,0,310,27,6,1,29,6,1,1
1128,9354,1,1,237,6,1,0,6,1,0,0
1129,4363,0,2,213,14,3,0,13,3,0,1
1130,8374,1,2,231,39,9,1,39,9,1,0
1131,4689,0,3,315,7,2,0,10,3,0,1
1132,8276,1,2,261,0,0,0,0,0,0,0
1133,10001,1,2,231,12,3,0,13,3,0,1
1134,1029,0,1,263,12,3,0,12,3,0,0
1135,8106,1,4,242,13,3,0,12,3,0,1
1136,3631,0,2,195,30,7,1,30,7,1,0
1137,6731,0,1,228,24,5,0,26,6,1,1
1138,1133,1,3,204,18,5,0,18,5,0,0
1139,3911,0,2,232,18,5,0,14,3,0,1
1140,6993,0,3,298,29,6,1,14,3,0,1
1141,1758,0,3,295,13,3,0,14,3,0,1
1142,9511,1,3,394,13,3,0,13,3,0,0
1143,1068,0,1,197,11,3,0,21,2,0,1
1144,3497,0,3,356,13,3,0,12,3,0,1
1145,8902,1,1,229,11,3,0,11,3,0,0
1146,8850,1,2,368,13,3,0,13,3,0,0
1147,6401,0,3,486,13,3,0,13,3,0,0
1148,3359,0,2,287,6,1,0,14,3,0,1
1149,5755,0,3,304,11,3,0,11,3,0,0
1150,9539,1,2,398,26,6,1,26,6,1,0
1151,8671,1,0,192,18,5,0,18,5,0,0
1152,1093,1,0,255,29,6,1,29,6,1,0
1153,8559,1,2,320,23,6,1,23,6,1,0
1154,1392,0,2,342,28,6,1,28,6,1,0
1155,1242,1,2,365,29,6,1,15,4,0,1
1156,9383,1,3,435,28,6,1,26,6,1,1
1157,8686,1,1,254,7,2,0,12,3,0,1
1158,1235,0,3,237,16,3,0,24,5,0,1
1159,8602,1,3,234,44,9,1,12,3,0,1
1160,6635,0,3,238,18,5,0,12,3,0,1
1161,6851,0,2,454,33,7,1,31,7,1,1
1162,5861,0,4,263,26,6,1,26,6,1,0
1163,3929,0,1,255,13,3,0,13,3,0,0
1164,9870,1,1,190,29,6,1,13,3,0,1
1165,8067,1,2,244,13,3,0,14,3,0,1
1166,6647,0,3,213,30,7,1,30,7,1,0
1167,1616,0,1,241,11,3,0,11,3,0,0
1168,8389,1,1,350,25,6,1,25,6,1,0
1169,6503,0,3,354,31,7,1,31,7,1,0
1170,9176,1,2,282,14,3,0,14,3,0,0
1171,5649,0,1,250,9,3,0,9,3,0,0
1172,7215,0,2,169,25,6,1,26,6,1,1
1173,3429,0,4,323,42,9,1,14,3,0,1
1174,4061,0,2,233,13,3,0,13,3,0,0
1175,8783,1,1,254,19,5,0,30,7,1,1
1176,8400,1,1,231,18,5,0,13,3,0,1
1177,8223,1,2,304,12,3,0,13,3,0,1
1178,5017,0,0,195,18,5,0,18,5,0,0
1179,6925,0,2,235,29,6,1,29,6,1,0
1180,3101,0,2,199,12,3,0,13,3,0,1
1181,1339,0,2,338,7,2,0,7,2,0,0
1182,4349,0,2,287,18,5,0,26,6,1,1
1183,1214,1,2,292,18,5,0,18,5,0,0
1184,9373,1,4,256,10,3,0,10,3,0,0
1185,9745,1,0,266,39,9,1,39,9,1,0
1186,1006,0,3,366,11,3,0,11,3,0,0
1187,3473,0,3,193,16,3,0,16,3,0,0
1188,1280,0,1,202,26,6,1,26,6,1,0
1189,1310,0,2,382,11,3,0,13,3,0,1
1190,9362,1,1,220,26,6,1,26,6,1,0
1191,6797,0,3,291,25,6,1,25,6,1,0
1192,4763,0,1,247,13,3,0,13,3,0,0
1193,5711,0,2,274,18,5,0,18,5,0,0
1194,7013,0,2,206,23,6,1,29,6,1,1
1195,1311,1,2,337,36,8,1,36,8,1,0
1196,6877,0,3,202,35,8,1,31,7,1,1
1197,9085,1,1,266,13,3,0,14,3,0,1
1198,8369,1,1,315,0,0,0,0,0,0,0
1199,5343,0,3,280,14,3,0,13,3,0,1
1200,8282,1,0,284,13,3,0,13,3,0,0
1201,1298,1,3,218,0,0,0,0,0,0,0
1202,1086,1,1,268,26,6,1,26,6,1,0
1203,8421,1,2,239,14,3,0,13,3,0,1
1204,6533,0,3,204,3,1,0,3,1,0,0
1205,4993,0,2,227,26,6,1,26,6,1,0
1206,9780,1,3,276,24,5,0,11,3,0,1
1207,10120,1,1,512,12,3,0,13,3,0,1
1208,8344,1,2,338,32,7,1,32,7,1,0
1209,8923,1,2,179,13,3,0,13,3,0,0
1210,5607,0,3,233,26,6,1,26,6,1,0
1211,9519,1,1,449,11,3,0,11,3,0,0
1212,8325,1,1,572,9,3,0,11,3,0,1
1213,3865,0,3,275,19,5,0,19,5,0,0
1214,4561,0,1,363,13,3,0,13,3,0,0
1215,10063,1,0,426,36,8,1,36,8,1,0
1216,6001,0,1,391,34,7,1,39,9,1,1
1217,4801,0,1,271,25,6,1,25,6,1,0
1218,1013,0,1,235,13,3,0,13,3,0,0
1219,5499,0,4,256,13,3,0,11,3,0,1
1220,8060,1,2,341,11,3,0,11,3,0,0
1221,3767,0,4,336,21,2,0,21,2,0,0
1222,8233,1,2,395,18,5,0,18,5,0,0
1223,1295,0,1,250,12,3,0,12,3,0,0
1224,1499,0,1,295,14,3,0,14,3,0,0
1225,3987,0,1,264,14,3,0,14,3,0,0
1226,9865,1,1,264,26,6,1,26,6,1,0
1227,4403,0,1,254,11,3,0,11,3,0,0
1228,9553,1,3,227,35,8,1,14,3,0,1
1229,9378,1,2,257,26,6,1,25,6,1,1
1230,8155,1,2,293,24,5,0,24,5,0,0
1231,4181,0,2,215,13,3,0,11,3,0,1
1232,4265,0,4,369,6,1,0,6,1,0,0
1233,9247,1,2,260,12,3,0,13,3,0,1
1234,6431,0,1,387,13,3,0,16,3,0,1
1235,8668,1,2,173,14,3,0,12,3,0,1
1236,7135,0,2,274,29,6,1,30,7,1,1
1237,9473,1,1,235,29,6,1,29,6,1,0
1238,9276,1,3,213,45,9,1,40,9,1,1
1239,1335,1,1,249,8,3,0,8,3,0,0
1240,8359,1,2,314,26,6,1,1,1,0,1
1241,1600,0,3,267,30,7,1,12,3,0,1
1242,1617,1,1,212,16,3,0,16,3,0,0
1243,7201,0,2,239,12,3,0,12,3,0,0
1244,10093,1,0,367,34,7,1,34,7,1,0
1245,8659,1,1,198,29,6,1,29,6,1,0
1246,8528,1,3,300,34,7,1,34,7,1,0
1247,9589,1,1,365,14,3,0,14,3,0,0
1248,6711,0,2,205,26,6,1,12,3,0,1
1249,1142,1,0,244,20,2,0,20,2,0,0
1250,6023,0,2,284,18,5,0,18,5,0,0
1251,1387,0,2,263,11,3,0,11,3,0,0
1252,1487,1,2,383,43,9,1,39,9,1,1
1253,8933,1,0,472,30,7,1,30,7,1,0
1254,8745,1,4,396,5,1,0,5,1,0,0
1255,1592,1,2,291,13,3,0,13,3,0,0
1256,8385,1,2,231,26,6,1,26,6,1,0
1257,8604,1,2,282,4,1,0,4,1,0,0
1258,8071,1,3,342,14,3,0,14,3,0,0
1259,1176,0,2,304,18,5,0,18,5,0,0
1260,5091,0,1,265,24,5,0,24,5,0,0
1261,7193,0,2,285,13,3,0,14,3,0,1
1262,1724,1,4,472,42,9,1,11,3,0,1
1263,1267,1,1,186,12,3,0,13,3,0,1
1264,10033,1,3,361,0,0,0,0,0,0,0
1265,4315,0,3,416,26,6,1,26,6,1,0
1266,8382,1,1,285,0,0,0,0,0,0,0
1267,9555,1,1,241,29,6,1,29,6,1,0
1268,5385,0,3,276,13,3,0,14,3,0,1
1269,8397,1,2,219,2,1,0,2,1,0,0
1270,3371,0,3,301,18,5,0,11,3,0,1
1271,5245,0,1,224,41,9,1,41,9,1,0
1272,8004,1,2,334,26,6,1,26,6,1,0
1273,8791,1,1,316,30,7,1,30,7,1,0
1274,9936,1,0,285,11,3,0,11,3,0,0
1275,1432,1,1,168,18,5,0,18,5,0,0
1276,8518,1,1,270,46,10,1,46,10,1,0
1277,9389,1,5,673,8,3,0,11,3,0,1
1278,9472,1,1,276,16,3,0,28,6,1,1
1279,3953,0,4,256,29,6,1,29,6,1,0
1280,8924,1,0,185,7,2,0,7,2,0,0
1281,8393,1,2,204,39,9,1,39,9,1,0
1282,5869,0,3,206,26,6,1,26,6,1,0
1283,4333,0,2,330,13,3,0,13,3,0,0
1284,3105,0,3,603,18,5,0,18,5,0,0
1285,4367,0,5,481,2,1,0,2,1,0,0
1286,1546,0,2,222,13,3,0,14,3,0,1
1287,8819,1,2,429,39,9,1,39,9,1,0
1288,1128,0,4,306,13,3,0,13,3,0,0
1289,9230,1,2,337,19,5,0,19,5,0,0
1290,3527,0,2,216,11,3,0,13,3,0,1
1291,9970,1,1,241,13,3,0,13,3,0,0
1292,6621,0,3,216,17,4,0,14,3,0,1
1293,9679,1,1,301,29,6,1,29,6,1,0
1294,3509,0,2,195,0,0,0,0,0,0,0
1295,1578,0,2,464,25,6,1,25,6,1,0
1296,9303,1,1,337,12,3,0,12,3,0,0
1297,4669,0,2,288,17,4,0,17,4,0,0
1298,3109,0,3,283,43,9,1,39,9,1,1
1299,3361,0,1,274,25,6,1,25,6,1,0
1300,1007,0,1,273,29,6,1,18,5,0,1
1301,8967,1,2,378,2,1,0,4,1,0,1
1302,8963,1,1,190,18,5,0,18,5,0,0
1303,3531,0,2,360,37,8,1,37,8,1,0
1304,1633,1,1,274,29,6,1,29,6,1,0
1305,8129,1,1,261,15,4,0,15,4,0,0
1306,4531,0,2,324,14,3,0,13,3,0,1
1307,10081,1,2,368,20,2,0,20,2,0,0
1308,1428,0,1,316,43,9,1,4,1,0,1
1309,1852,1,1,536,38,8,1,38,8,1,0
1310,4537,0,2,224,14,3,0,14,3,0,0
1311,1557,1,1,234,25,6,1,25,6,1,0
1312,4949,0,1,258,7,2,0,7,2,0,0
1313,1130,0,3,280,18,5,0,23,6,1,1
1314,1698,1,3,581,18,5,0,12,3,0,1
1315,1109,1,2,420,13,3,0,11,3,0,1
1316,5825,0,3,253,26,6,1,26,6,1,0
1317,6977,0,3,248,13,3,0,14,3,0,1
1318,1122,0,3,222,14,3,0,14,3,0,0
1319,8886,1,2,361,8,3,0,14,3,0,1
1320,8450,1,3,238,14,3,0,14,3,0,0
1321,4121,0,2,215,16,3,0,16,3,0,0
1322,5397,0,1,260,29,6,1,29,6,1,0
1323,9143,1,1,186,24,5,0,14,3,0,1
1324,9113,1,2,327,26,6,1,26,6,1,0
1325,9270,1,2,823,19,5,0,18,5,0,1
1326,1895,1,0,298,18,5,0,18,5,0,0
1327,5049,0,3,415,26,6,1,26,6,1,0
1328,3765,0,3,336,36,8,1,36,8,1,0
1329,4219,0,2,244,14,3,0,14,3,0,0
1330,7023,0,1,292,25,6,1,14,3,0,1
1331,4053,0,3,370,16,3,0,13,3,0,1
1332,9166,1,2,171,11,3,0,11,3,0,0
1333,8884,1,2,513,13,3,0,13,3,0,0
1334,6417,0,1,239,27,6,1,13,3,0,1
1335,3325,0,3,267,13,3,0,36,8,1,1
1336,9564,1,1,183,40,9,1,40,9,1,0
1337,3125,0,4,378,23,6,1,23,6,1,0
1338,8810,1,1,191,26,6,1,25,6,1,1
1339,5789,0,2,252,12,3,0,12,3,0,0
1340,8471,1,1,250,13,3,0,13,3,0,0
1341,8557,1,2,300,35,8,1,14,3,0,1
1342,8052,1,2,189,10,3,0,10,3,0,0
1343,5055,0,3,411,0,0,0,0,0,0,0
1344,8461,1,2,342,13,3,0,12,3,0,1
1345,6783,0,0,363,25,6,1,25,6,1,0
1346,1539,1,3,399,14,3,0,14,3,0,0
1347,6275,0,0,463,13,3,0,13,3,0,0
1348,1429,0,1,204,31,7,1,35,8,1,1
1349,9024,1,2,333,37,8,1,26,6,1,1
1350,7229,0,1,321,13,3,0,12,3,0,1
1351,4471,0,3,288,34,7,1,11,3,0,1
1352,10124,1,1,282,12,3,0,12,3,0,0
1353,8996,1,2,374,12,3,0,14,3,0,1
1354,7187,0,0,272,39,9,1,39,9,1,0
1355,4093,0,2,266,11,3,0,13,3,0,1
1356,5941,0,3,236,13,3,0,13,3,0,0
1357,1999,0,3,256,34,7,1,31,7,1,1
1358,3749,0,1,226,11,3,0,11,3,0,0
1359,1037,1,2,322,14,3,0,11,3,0,1
1360,5141,0,3,259,14,3,0,12,3,0,1
1361,7059,0,1,187,29,6,1,29,6,1,0
1362,8974,1,2,394,13,3,0,13,3,0,0
1363,9144,1,1,255,11,3,0,11,3,0,0
1364,9343,1,2,225,22,2,0,26,6,1,1
1365,6091,0,2,170,39,9,1,42,9,1,1
1366,10041,1,2,263,26,6,1,26,6,1,0
1367,8473,1,2,464,14,3,0,14,3,0,0
1368,9185,1,0,430,34,7,1,34,7,1,0
1369,1245,1,1,249,29,6,1,29,6,1,0
1370,1794,1,1,268,11,3,0,11,3,0,0
1371,1849,1,0,371,30,7,1,30,7,1,0
1372,1672,0,4,256,26,6,1,13,3,0,1
1373,9999,1,2,495,2,1,0,14,3,0,1
1374,9414,1,2,294,29,6,1,29,6,1,0
1375,7249,0,2,788,46,10,1,46,10,1,0
1376,6287,0,4,665,29,6,1,29,6,1,0
1377,8928,1,2,316,0,0,0,29,6,1,1
1378,8046,1,2,219,31,7,1,14,3,0,1
1379,1520,1,1,429,25,6,1,23,6,1,1
1380,8463,1,1,267,19,5,0,19,5,0,0
1381,9757,1,3,367,13,3,0,13,3,0,0
1382,10107,1,2,341,18,5,0,19,5,0,1
1383,1941,1,2,417,12,3,0,12,3,0,0
1384,1842,0,3,313,0,0,0,0,0,0,0
1385,3267,0,2,233,8,3,0,8,3,0,0
1386,9356,1,2,372,18,5,0,19,5,0,1
1387,1517,1,4,489,13,3,0,14,3,0,1
1388,6881,0,2,305,14,3,0,14,3,0,0
1389,1838,0,2,261,32,7,1,26,6,1,1
1390,9544,1,1,237,7,2,0,7,2,0,0
1391,8271,1,2,346,13,3,0,13,3,0,0
1392,4743,0,2,450,29,6,1,29,6,1,0
1393,4227,0,2,353,3,1,0,3,1,0,0
1394,8048,1,3,266,8,3,0,13,3,0,1
1395,4973,0,3,248,13,3,0,13,3,0,0
1396,4377,0,2,283,31,7,1,14,3,0,1
1397,5879,0,2,527,11,3,0,13,3,0,1
1398,3481,0,1,189,29,6,1,29,6,1,0
1399,4177,0,2,202,8,3,0,8,3,0,0
1400,6681,0,3,281,7,2,0,13,3,0,1
1401,1508,0,2,221,0,0,0,0,0,0,0
1402,8934,1,3,585,21,2,0,20,2,0,1
1403,9201,1,2,208,13,3,0,13,3,0,0
1404,3797,0,2,290,11,3,0,13,3,0,1
1405,1497,1,3,294,16,3,0,16,3,0,0
1406,6297,0,3,300,26,6,1,26,6,1,0
1407,4611,0,2,243,12,3,0,12,3,0,0
1408,7161,0,2,271,25,6,1,14,3,0,1
1409,8250,1,2,307,0,0,0,0,0,0,0
1410,4725,0,2,244,29,6,1,13,3,0,1
1411,3445,0,3,243,12,3,0,11,3,0,1
1412,5615,0,1,244,19,5,0,19,5,0,0
1413,1509,0,3,456,18,5,0,18,5,0,0
1414,1862,1,1,364,11,3,0,11,3,0,0
1415,8985,1,2,237,13,3,0,11,3,0,1
1416,4313,0,3,196,9,3,0,9,3,0,0
1417,8757,1,1,187,13,3,0,13,3,0,0
1418,9405,1,2,352,18,5,0,19,5,0,1
1419,8001,1,1,274,28,6,1,28,6,1,0
1420,5933,0,0,221,0,0,0,0,0,0,0
1421,5369,0,4,279,13,3,0,12,3,0,1
1422,4269,0,2,272,13,3,0,13,3,0,0
1423,8763,1,1,214,25,6,1,25,6,1,0
1424,8356,1,1,271,26,6,1,8,3,0,1
1425,7165,0,2,286,12,3,0,12,3,0,0
1426,9810,1,2,241,27,6,1,27,6,1,0
1427,5047,0,5,320,14,3,0,14,3,0,0
1428,8264,1,2,199,15,4,0,7,2,0,1
1429,9293,1,3,219,26,6,1,26,6,1,0
1430,2,0,2,319,12,3,0,27,6,1,1
1431,5673,0,2,240,6,1,0,6,1,0,0
1432,10098,1,2,236,18,5,0,18,5,0,0
1433,10006,1,2,446,18,5,0,18,5,0,0
1434,9526,1,2,331,39,9,1,12,3,0,1
1435,1159,0,2,312,9,3,0,13,3,0,1
1436,3669,0,1,185,13,3,0,0,0,0,1
1437,9422,1,1,250,13,3,0,13,3,0,0
1438,5873,0,2,274,18,5,0,10,3,0,1
1439,8414,1,2,259,29,6,1,29,6,1,0
1440,6051,0,2,517,7,2,0,7,2,0,0
1441,9952,1,2,285,12,3,0,13,3,0,1
1442,1292,1,0,407,13,3,0,13,3,0,0
1443,9971,1,2,199,17,4,0,13,3,0,1
1444,4697,0,2,406,17,4,0,12,3,0,1
1445,3263,0,3,278,2,1,0,4,1,0,1
1446,6643,0,5,286,0,0,0,6,1,0,1
1447,6455,0,0,309,14,3,0,13,3,0,1
1448,9771,1,2,294,35,8,1,35,8,1,0
1449,1231,1,1,353,8,3,0,8,3,0,0
1450,4179,0,4,384,0,0,0,0,0,0,0
1451,1366,1,0,215,4,1,0,4,1,0,0
1452,6931,0,3,251,13,3,0,26,6,1,1
1453,4253,0,3,552,28,6,1,28,6,1,0
1454,9415,1,2,287,25,6,1,23,6,1,1
1455,7121,0,3,314,29,6,1,29,6,1,0
1456,9401,1,3,317,14,3,0,14,3,0,0
1457,9477,1,1,197,9,3,0,9,3,0,0
1458,8243,1,2,229,26,6,1,33,7,1,1
1459,1570,0,1,289,14,3,0,13,3,0,1
1460,4877,0,1,211,11,3,0,11,3,0,0
1461,8854,1,2,266,26,6,1,16,3,0,1
1462,8294,1,1,230,19,5,0,18,5,0,1
1463,8182,1,2,185,43,9,1,43,9,1,0
1464,8489,1,1,245,42,9,1,39,9,1,1
1465,1577,1,4,446,31,7,1,13,3,0,1
1466,8214,1,2,549,26,6,1,26,6,1,0
1467,8334,1,2,302,0,0,0,0,0,0,0
1468,9799,1,0,284,26,6,1,13,3,0,1
1469,8550,1,2,262,0,0,0,13,3,0,1
1470,9693,1,3,380,17,4,0,17,4,0,0
1471,9480,1,1,258,39,9,1,39,9,1,0
1472,9162,1,1,467,13,3,0,13,3,0,0
1473,3747,0,2,366,12,3,0,12,3,0,0
1474,1477,1,1,268,29,6,1,29,6,1,0
1475,1923,1,0,240,14,3,0,14,3,0,0
1476,5925,0,2,183,11,3,0,11,3,0,0
1477,4923,0,2,484,4,1,0,4,1,0,0
1478,10069,1,1,372,11,3,0,11,3,0,0
1479,7217,0,1,468,22,2,0,22,2,0,0
1480,10045,1,1,182,31,7,1,31,7,1,0
1481,1589,0,4,339,10,3,0,10,3,0,0
1482,3893,0,1,194,12,3,0,12,3,0,0
1483,8800,1,1,274,13,3,0,13,3,0,0
1484,1472,0,0,257,13,3,0,13,3,0,0
1485,6657,0,3,359,44,9,1,44,9,1,0
1486,8519,1,0,221,9,3,0,9,3,0,0
1487,1397,1,1,328,21,2,0,21,2,0,0
1488,3457,0,3,479,34,7,1,18,5,0,1
1489,8636,1,3,304,18,5,0,18,5,0,0
1490,8598,1,2,389,5,1,0,11,3,0,1
1491,6213,0,2,254,14,3,0,17,4,0,1
1492,6595,0,3,256,28,6,1,28,6,1,0
1493,1258,1,1,209,11,3,0,11,3,0,0
1494,1903,1,1,617,17,4,0,17,4,0,0
1495,9468,1,2,443,4,1,0,0,0,0,1
1496,9720,1,2,197,25,6,1,25,6,1,0
1497,1018,0,0,221,12,3,0,12,3,0,0
1498,8279,1,2,288,36,8,1,36,8,1,0
1499,6933,0,1,278,18,5,0,12,3,0,1
1500,1220,1,1,281,18,5,0,18,5,0,0
1501,1938,0,2,362,29,6,1,29,6,1,0
1502,4651,0,3,450,26,6,1,29,6,1,1
1503,9629,1,4,307,26,6,1,26,6,1,0
1504,3629,0,3,269,12,3,0,11,3,0,1
1505,9839,1,3,317,29,6,1,29,6,1,0
1506,4715,0,3,228,25,6,1,25,6,1,0
1507,5813,0,1,259,14,3,0,14,3,0,0
1508,1249,0,4,253,33,7,1,10,3,0,1
1509,3011,0,2,388,3,1,0,23,6,1,1
1510,8517,1,3,403,13,3,0,11,3,0,1
1511,1887,1,0,403,11,3,0,11,3,0,0
1512,1325,0,2,204,13,3,0,14,3,0,1
1513,9910,1,1,352,29,6,1,26,6,1,1
1514,8652,1,1,347,10,3,0,13,3,0,1
1515,6183,0,2,218,13,3,0,13,3,0,0
1516,8205,1,2,291,23,6,1,26,6,1,1
1517,9540,1,2,257,29,6,1,26,6,1,1
1518,8731,1,2,295,13,3,0,13,3,0,0
1519,6661,0,2,183,18,5,0,18,5,0,0
1520,1921,0,1,339,40,9,1,40,9,1,0
1521,6729,0,2,298,26,6,1,26,6,1,0
1522,9642,1,2,243,39,9,1,41,9,1,1
1523,4209,0,2,611,0,0,0,0,0,0,0
1524,5441,0,1,434,0,0,0,0,0,0,0
1525,1932,0,2,220,15,4,0,15,4,0,0
1526,8275,1,3,248,12,3,0,13,3,0,1
1527,1536,0,2,298,12,3,0,13,3,0,1
1528,9791,1,2,332,26,6,1,23,6,1,1
1529,9898,1,3,193,11,3,0,11,3,0,0
1530,1718,0,1,248,12,3,0,37,8,1,1
1531,3165,0,1,338,12,3,0,12,3,0,0
1532,8642,1,2,290,0,0,0,0,0,0,0
1533,1697,1,4,284,18,5,0,18,5,0,0
1534,1080,1,2,262,40,9,1,14,3,0,1
1535,1025,1,4,482,29,6,1,27,6,1,1
1536,5937,0,1,355,21,2,0,31,7,1,1
1537,4207,0,2,238,24,5,0,24,5,0,0
1538,8308,1,2,202,0,0,0,0,0,0,0
1539,6289,0,2,275,13,3,0,13,3,0,0
1540,3875,0,2,194,17,4,0,14,3,0,1
1541,6917,0,2,274,26,6,1,26,6,1,0
1542,1019,1,2,376,29,6,1,29,6,1,0
1543,1848,1,1,427,13,3,0,13,3,0,0
1544,5449,0,1,275,19,5,0,19,5,0,0
1545,3921,0,1,188,35,8,1,35,8,1,0
1546,9070,1,0,285,20,2,0,20,2,0,0
1547,10067,1,1,399,25,6,1,25,6,1,0
1548,9285,1,2,399,18,5,0,18,5,0,0
1549,6027,0,2,182,11,3,0,11,3,0,0
1550,8957,1,2,251,12,3,0,13,3,0,1
1551,1286,0,1,278,19,5,0,18,5,0,1
1552,1153,1,1,297,14,3,0,14,3,0,0
1553,4911,0,2,203,14,3,0,14,3,0,0
1554,8633,1,0,188,18,5,0,18,5,0,0
1555,8775,1,1,251,13,3,0,13,3,0,0
1556,2025,1,0,289,29,6,1,29,6,1,0
1557,1869,0,1,225,8,3,0,8,3,0,0
1558,9104,1,5,642,20,2,0,20,2,0,0
1559,7081,0,5,334,29,6,1,13,3,0,1
1560,1152,1,2,283,13,3,0,13,3,0,0
1561,1198,0,2,239,6,1,0,6,1,0,0
1562,4815,0,1,235,14,3,0,12,3,0,1
1563,1552,1,3,310,26,6,1,26,6,1,0
1564,8778,1,1,322,10,3,0,14,3,0,1
1565,10138,1,2,230,12,3,0,12,3,0,0
1566,5845,0,2,257,14,3,0,14,3,0,0
1567,1256,0,2,251,23,6,1,23,6,1,0
1568,6487,0,2,186,26,6,1,13,3,0,1
1569,9652,1,2,315,26,6,1,26,6,1,0
1570,8030,1,1,350,4,1,0,8,3,0,1
1571,4945,0,4,345,13,3,0,13,3,0,0
1572,2026,1,0,282,8,3,0,8,3,0,0
1573,1188,0,4,217,10,3,0,10,3,0,0
1574,8457,1,1,281,14,3,0,17,4,0,1
1575,5447,0,1,224,8,3,0,13,3,0,1
1576,8331,1,1,369,26,6,1,13,3,0,1
1577,3387,0,2,279,13,3,0,13,3,0,0
1578,9487,1,1,337,18,5,0,18,5,0,0
1579,1964,0,1,230,13,3,0,13,3,0,0
1580,8522,1,2,217,12,3,0,2,1,0,1
1581,8563,1,2,272,29,6,1,29,6,1,0
1582,9338,1,1,198,14,3,0,14,3,0,0
1583,3447,0,0,443,29,6,1,29,6,1,0
1584,8690,1,2,240,11,3,0,11,3,0,0
1585,8049,1,4,304,31,7,1,31,7,1,0
1586,8852,1,2,356,26,6,1,13,3,0,1
1587,9145,1,3,196,29,6,1,29,6,1,0
1588,1946,0,1,398,13,3,0,11,3,0,1
1589,9987,1,2,308,26,6,1,26,6,1,0
1590,8989,1,1,423,14,3,0,14,3,0,0
1591,8193,1,2,246,30,7,1,31,7,1,1
1592,8411,1,2,538,13,3,0,11,3,0,1
1593,9397,1,2,330,23,6,1,29,6,1,1
1594,8965,1,3,186,42,9,1,39,9,1,1
1595,3231,0,1,277,10,3,0,10,3,0,0
1596,9620,1,1,252,26,6,1,26,6,1,0
1597,9628,1,2,274,14,3,0,14,3,0,0
1598,2006,1,1,489,4,1,0,11,3,0,1
1599,5785,0,2,329,26,6,1,26,6,1,0
1600,1308,0,0,315,13,3,0,13,3,0,0
1601,1664,0,2,250,30,7,1,14,3,0,1
1602,8174,1,2,304,7,2,0,6,1,0,1
1603,1966,0,3,187,13,3,0,13,3,0,0
1604,3805,0,2,172,23,6,1,23,6,1,0
1605,10105,1,3,309,34,7,1,34,7,1,0
1606,8863,1,3,301,16,3,0,16,3,0,0
1607,5645,0,0,239,23,6,1,23,6,1,0
1608,5501,0,4,242,13,3,0,13,3,0,0
1609,3111,0,2,303,13,3,0,16,3,0,1
1610,9369,1,0,244,18,5,0,18,5,0,0
1611,6359,0,4,352,39,9,1,39,9,1,0
1612,6201,0,4,219,13,3,0,14,3,0,1
1613,1283,1,1,208,10,3,0,10,3,0,0
1614,1861,1,0,765,0,0,0,0,0,0,0
1615,9174,1,2,385,10,3,0,10,3,0,0
1616,8749,1,2,192,0,0,0,0,0,0,0
1617,9122,1,1,335,29,6,1,29,6,1,0
1618,1896,1,1,379,10,3,0,13,3,0,1
1619,8640,1,0,350,14,3,0,14,3,0,0
1620,4869,0,3,325,29,6,1,0,0,0,1
1621,9853,1,1,230,12,3,0,12,3,0,0
1622,6057,0,0,218,17,4,0,17,4,0,0
1623,4965,0,3,340,31,7,1,34,7,1,1
1624,1741,1,1,249,26,6,1,26,6,1,0
1625,5805,0,2,179,19,5,0,19,5,0,0
1626,3833,0,1,188,29,6,1,29,6,1,0
1627,4895,0,3,415,26,6,1,29,6,1,1
1628,10025,1,1,258,40,9,1,30,7,1,1
1629,9198,1,1,216,1,1,0,0,0,0,1
1630,9252,1,1,268,17,4,0,17,4,0,0
1631,9235,1,3,271,13,3,0,39,9,1,1
1632,6215,0,2,263,39,9,1,39,9,1,0
1633,3967,0,4,297,29,6,1,29,6,1,0
1634,8234,1,1,352,0,0,0,0,0,0,0
1635,1824,0,2,203,4,1,0,4,1,0,0
1636,5071,0,0,214,39,9,1,39,9,1,0
